"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
5.54628360126905e-10,-0.268634980408754,0.223,0.247,1.31474652768083e-05,"TOB1"
1.04202170858229e-09,0.336279913125572,0.113,0.093,2.47011246019431e-05,"TMEM156"
1.08993939894845e-09,-0.262142628253107,0.112,0.133,2.5837013452073e-05,"AGO4"
1.32986655595114e-09,0.268790204635129,0.188,0.164,3.15244867088219e-05,"IER5"
1.82386445475318e-09,0.260990241803136,0.168,0.145,4.32347068999242e-05,"SVIL"
2.69140402949943e-09,0.297698372641968,0.115,0.096,6.3799732519284e-05,"CSRNP1"
1.3262916348534e-08,0.280021803540215,0.167,0.146,0.000314397432041998,"HOOK2"
1.33952466675993e-08,0.315162534284212,0.102,0.085,0.000317534322255442,"CYSLTR1"
1.59775561834946e-08,-0.38511949093966,0.094,0.111,0.000378747969329738,"OGFRL1"
1.6090561662597e-08,-0.252133824724412,0.118,0.138,0.000381426764211862,"CLIC3"
2.50177716277193e-08,0.315581689700847,0.138,0.119,0.000593046276435086,"IL6R"
2.81883161369986e-08,-0.299111966780266,0.092,0.109,0.000668204034027553,"SERTAD1"
2.85949813398982e-08,0.271743764776611,0.179,0.158,0.000677844032662286,"POU2F2"
4.30111532894177e-08,-0.25618297897188,0.445,0.465,0.00101957938872565,"PSAP"
6.82310556514557e-08,0.262841669556171,0.165,0.145,0.00161741717421776,"HIVEP3"
8.65446842368978e-08,0.286484887483541,0.107,0.089,0.00205154173983566,"ENSG00000290067"
1.17204409412561e-07,0.305072873462661,0.111,0.094,0.00277833052512477,"PPP1R15A"
1.22318525374723e-07,0.263840159967134,0.149,0.131,0.00289956064400781,"NBPF15"
1.34473829848761e-07,0.355782152371863,0.101,0.085,0.00318770213656488,"RPSA2"
1.48143714112059e-07,0.268056231574432,0.114,0.097,0.00351174674302635,"PGM2L1"
2.10940655337969e-07,0.288611875790431,0.13,0.113,0.00500034823478655,"CROCC"
2.12251164686253e-07,0.266894081545469,0.119,0.102,0.00503141385888764,"TTC9"
2.46060093430049e-07,-0.26412910675798,0.18,0.199,0.00583285451475931,"ATP8A1"
4.23657484500678e-07,-0.389832819257816,0.1,0.115,0.0100428006700886,"METRNL"
4.35001219720428e-07,-0.250889641224188,0.104,0.121,0.0103117039134728,"SCRN2"
5.95566743557895e-07,-0.321578297219305,0.333,0.355,0.0141179096560399,"GPX1"
1.10249979770784e-06,0.275606692091072,0.146,0.129,0.0261347577046644,"TIGIT"
1.38540520428284e-06,0.271951065409797,0.117,0.101,0.0328410303675248,"TAFA1"
1.44099263381612e-06,0.271427443174256,0.189,0.171,0.034158730384611,"TBC1D4"
1.50144761583404e-06,0.295643895909311,0.107,0.092,0.035591815733346,"SOCS3"
1.80187332911081e-06,0.326238670973994,0.104,0.089,0.0427134072665718,"CTLA4"
3.21434370171633e-06,0.345763711494127,0.11,0.096,0.0761960174491856,"PLCL1"
5.86061430158513e-06,-0.264829540326218,0.171,0.186,0.138925862019076,"SIPA1L1"
9.28476107039219e-06,-1.007341997215,0.146,0.159,0.220095261173647,"HLA-DRB1"
1.01987445025825e-05,-0.285619747221611,0.093,0.106,0.241761238433719,"FCGRT"
1.09528510599508e-05,0.257468410534814,0.117,0.102,0.259637334376134,"DNAJA3"
2.41396784484086e-05,-0.342491308955174,0.093,0.105,0.572231077619525,"H2AC20"
4.49887085493025e-05,0.255720811973968,0.129,0.115,1,"STAM"
5.14599018494026e-05,0.298923838006403,0.1,0.088,1,"LINC00910"
7.45650612337111e-05,0.309106495339958,0.107,0.095,1,"FHIT"
0.000717077504410059,-0.310521552695015,0.118,0.129,1,"RNF130"
0.00448904625492473,-0.275250551160863,0.098,0.106,1,"ENSG00000281181"
0.00495566604809556,0.269332721278876,0.562,0.56,1,"IER2"
0.783426413020868,-0.271701376349312,0.231,0.23,1,"ENSG00000289901"
